supplierOrTrademark,modelIdentifier,eprelRegistrationNumber,deviceType,energyClass,repairabilityClass,repairabilityIndex,onMarketStartDate,guaranteeDuration,minYearsSoftwareUpdates,ratedBatteryCapacity,batteryEndurancePerCycle,batteryEnduranceInCycles,batteryCyclesFromPDF,batteryUserReplaceable,chargerRequiredOutputPower,chargerReceptacleType,operatingSystem,isFoldable,ingressProtectionRating,ingressProtectionRatingSolid,ingressProtectionRatingWater,immersionDepthWater,screenScratchResistance,repeatedFreeFallReliabilityClass,fallsWithoutDefect,disassemblyDepthScore,fastenersScore,toolsScore,sparePartScore,repairInfoScore,webLinkRepairInstructions,webLinkInfoSparePartsAvailability
motorola,g05 (XT2523-11),2348186,SMARTPHONE,A,B,3.39,2024-12-20,60,5,5100,3834,10,1000,True,10,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_6,B,180,2.3,3.4,4.35,PRIORITY,NO_COST,https://www.replacebase.eu/motorola-guide,https://www.replacebase.eu/genuine-motorola-parts
DOOGEE,Blade20 Ultra,2402028,SMARTPHONE,C,C,3.16,2025-06-28,12,5,10300,5066,11,1100,False,18,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_6,A,270,2.95,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
MUNBYN,IPDA089,2389771,SMARTPHONE,A,C,3.1,2025-06-16,12,5,3520,5449,15,1500,False,30,USB_C,ANDROID,False,IP65,DUST_TIGHT,JETTING,,MOHS_5,A,270,3.25,2.6,3.7,DISPLAY_BATTERY_BACK_COVER,NO_COST_PROFESSIONAL_REPAIRERS,/,/
OUKITEL,WP200 Pro,2378102,SMARTPHONE,C,C,3.34,2025-06-04,12,5,8800,4436,11,1100,False,45,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,3.45,2.6,3.95,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
OUKITEL,C62 Pro,2403783,SMARTPHONE,B,C,3.33,2025-07-01,12,5,5150,2850,10,1000,False,10,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_4,A,270,3.35,2.6,4.05,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
FOSSIBOT,F110 Pro,2397006,SMARTPHONE,C,C,3.18,2025-06-24,12,5,10000,4810,11,1100,False,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,3,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
OUKITEL,C60,2383645,SMARTPHONE,B,B,3.37,2025-06-10,12,5,8800,5017,12,1200,False,18,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_5,A,270,3.5,2.6,4.05,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
DOOGEE,Fire 5,2406342,SMARTPHONE,F,C,3.19,2025-07-03,12,5,13000,3880,11,1100,False,33,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_6,A,270,3.05,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
OUKITEL,WP100 TITAN,2378100,SMARTPHONE,B,C,3.11,2025-06-04,12,5,33000,9999,14,1400,False,66,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,2.5,2.6,4,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
"Shenzhen Xindali Technology Co.,Ltd",S22U,2404479,SMARTPHONE,E,C,3.24,2025-07-01,1,5,8000,1620,90,9000,False,7,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_5,E,270,2.95,3,3.7,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,-,-
CUBOT,KINGKONG ES,2400666,SMARTPHONE,B,C,3.18,2025-06-27,12,5,5100,3191,14,1400,False,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,99.99,MOHS_6,A,270,3,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
"Shenzhen Haimeilan Technology Co., Ltd",S25 Ultra,2393330,SMARTPHONE,D,B,3.42,2025-06-19,12,5,4100,1657,14,1400,False,10,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_4,D,45,3.75,2.6,4,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
OUKITEL,WP52,2395833,SMARTPHONE,B,C,3.29,2025-06-23,12,5,6500,3913,10,1000,False,18,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,3.45,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
emporia,E7LT.v1,2387215,SMARTPHONE,B,B,3.57,2025-06-23,24,5,3500,2124,10,1000,True,15,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_6,D,88,3.75,3.4,3.2,PRIORITY,NO_COST,https://www.emporiamobile.com/products/ersatzteile-smart-7mini-smart-7lite-me-7,https://www.emporiamobile.com/products/ersatzteile-smart-7mini-smart-7lite-me-7
Blackview,BV5300 Plus,2394306,SMARTPHONE,B,C,3.28,2025-06-20,12,5,6580,3560,10,1000,False,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,3.4,2.7,3.55,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST,/,/
motorola,g56 5G (XT2529-2),2266109,SMARTPHONE,B,A,4.02,2025-05-10,60,7,5100,2940,10,1000,True,30,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_6,A,270,2.3,3.85,4.15,PRIORITY,NO_COST,https://www.replacebase.eu/motorola-guide,https://www.replacebase.eu/genuine-motorola-parts
APPLE,A3296,2251149,SMARTPHONE,B,C,2.83,2024-09-20,24,5,4685,2880,10,1000,False,5,USB_C,IOS,False,IP68,DUST_TIGHT,CONT_IMMERSION,6,MOHS_4,C,90,2.05,3.2,2.25,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST,https://support.apple.com/self-service-repair,https://support.apple.com/self-service-repair
ulefone,Armor X31 Pro ,2368936,SMARTPHONE,A,C,2.9,2024-12-16,24,5,6050,4890,10,1000,False,18,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,2,MOHS_4,A,270,3,2.4,2.95,PRIORITY,NO_COST_PROFESSIONAL_REPAIRERS,https://www.ulefone.com/pages/support-centers,https://www.ulefone.com/pages/support-centers
ZTE,Z2469N,2343966,SMARTPHONE,B,B,3.56,2025-06-01,24,5,4900,2844,8,800,True,10,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_4,D,45,3.35,3.2,4,PRIORITY,NO_COST,https://www.ztedevices.com/en/support/download.html?product=/content/ztedevices-product/products/global/smartphones/blade/zte-blade-a76-5g,https://www.ztedevices.com/en/support/service-center.html
HOTWAV,Cyber  15,2396399,SMARTPHONE,B,C,3.18,2025-06-24,12,5,6280,3456,11,1100,False,33,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1,MOHS_7,A,270,2.95,2.6,3.7,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
CROSSCALL,CORE-M5,2361679,SMARTPHONE,A,B,3.86,2022-03-17,60,5,3900,3316,10,1000,True,5,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,2,MOHS_6,A,270,3.7,4.6,4,PRIORITY,NO_COST,https://www.crosscall.com/fr_FR/userguides/,https://www.crosscall.com/fr_FR/pieces-detachees.html
DOOGEE,V Max S,2406192,SMARTPHONE,D,C,3.16,2025-07-03,12,5,22000,8818,13,1300,False,33,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_6,A,270,2.95,2.6,3.55,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
UMIDIGI,PG4RB100G,2398357,SMARTPHONE,B,B,3.37,2025-06-25,12,5,5200,3193,14,1400,False,10,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_6,A,270,3.5,2.6,4.05,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
ulefone,Armor 27,2394303,SMARTPHONE,A,C,3.2,2024-09-29,24,5,10600,6735,10,1000,False,33,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,2,MOHS_4,A,270,3.05,2.1,3.15,PRIORITY,NO_COST,https://www.ulefone.com/pages/support-centers,https://www.ulefone.com/pages/support-centers
OSCAL,FLAT 2,2378040,SMARTPHONE,B,B,3.7,2025-06-04,12,5,5000,3112,11,1100,False,10,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_5,A,270,3.6,2.6,4.05,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST,/,/
DOOGEE,Fire 3 Ultra,2389169,SMARTPHONE,A,C,3.25,2025-06-16,12,5,8350,5460,11,1100,False,18,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,D,45,3.3,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
Sonim,XP Pro E,2366168,SMARTPHONE,C,C,3.01,2025-06-20,36,5,5000,2481,10,1000,False,1,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,2,MOHS_5,A,300,3.05,3,1,PRIORITY,NO_COST,https://www.sonimtech.com/our-difference/esg,https://www.sonimtech.com/our-difference/esg/repairability
DOOGEE,Blade10 Max,2402030,SMARTPHONE,C,C,3.16,2025-06-28,12,5,10300,5066,11,1100,False,18,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_6,A,270,2.95,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
cmf by NOTHING,A001,2317332,SMARTPHONE,A,C,2.81,2025-05-10,24,5,4920,3236,14,1400,True,33,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_5,C,90,2.4,4.1,3.65,DISPLAY_BATTERY_BACK_COVER,NO_COST_PROFESSIONAL_REPAIRERS,https://nothing.tech/pages/support-centre,https://nothing.tech/pages/support-centre
DOOGEE,Fire 7 Pro,2406351,SMARTPHONE,F,C,3.19,2025-07-03,12,5,13000,3880,11,1100,False,33,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_6,A,270,3.05,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
realme,RMX5085,2304601,SMARTPHONE,A,B,3.99,2025-05-26,24,6,3425,4761,8,800,True,5,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_6,A,270,3.5,3.75,4,PRIORITY,NO_COST,https://www.realme.com/global/support/user-manuals,https://telesalon.pl/firm-eng-1639151509-Realme.html
vivo,V2450,2217881,SMARTPHONE,B,C,2.99,2025-03-15,24,5,5090,2750,10,1000,True,55,USB_C,ANDROID,False,IP65,DUST_TIGHT,JETTING,,MOHS_4,A,270,2.8,3.3,1,PRIORITY,NO_COST,https://www.vivo.com/eu/view/support/aboutSelfServiceRepair?code=selfServiceRepair,https://www.vivo.com/eu/view/support/aboutSelfServiceRepair?code=selfServiceRepair
ulefone,Armor  X12,2393859,SMARTPHONE,B,C,3.1,2023-09-05,24,5,4860,2859,10,1000,False,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,2,MOHS_4,A,270,3.2,2.1,2.25,PRIORITY,NO_COST,https://www.ulefone.com/pages/support-centers,https://www.ulefone.com/pages/support-centers
ulefone,Note 16 Pro,2402655,SMARTPHONE,B,C,3.16,2023-09-28,24,5,4400,2415,10,1000,False,10,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_4,C,98,2.85,2.2,3.15,PRIORITY,NO_COST, https://www.ulefone.com/pages/support-centers, https://www.ulefone.com/pages/support-centers
OUKITEL,WP35 Pro,2356954,SMARTPHONE,A,A,4.1,2025-05-13,12,7,11000,7251,10,1000,False,18,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,3.65,3.65,2.65,PRIORITY,NO_COST,/,/
OPPO,CPH2689,2239818,SMARTPHONE,A,B,3.82,2025-02-10,24,6,5450,3859,16,1200,True,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,2,MOHS_4,C,120,3.4,3.9,2.9,PRIORITY,NO_COST,https://support.oppo.com/en/answer/?aid=2204306,https://support.oppo.com/en/answer/?aid=2204306
OUKITEL,WP32 Pro,2394544,SMARTPHONE,C,B,3.94,2025-06-20,84,5,6300,3226,10,1000,False,18,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_6,A,270,3.2,4.2,2.75,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST,https://www.oukitel.com,https://www.oukitel.com
HAMMER,BLADE Va 5G,2350918,SMARTPHONE,A,B,3.39,2024-10-11,24,5,6000,4393,10,1000,False,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.2,MOHS_6,A,295,4.4,4.8,2.65,PRIORITY,NO_COST_PROFESSIONAL_REPAIRERS,www.mptech.eu,www.mptech.eu
NOTHING,A024,2359678,SMARTPHONE,A,C,3.34,2025-07-02,24,6,5150,3383,14,1400,True,65,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,C,90,2.1,4.1,3.65,PRIORITY,NO_COST_PROFESSIONAL_REPAIRERS,https://nothing.tech/pages/support-centre,https://nothing.tech/pages/support-centre
Blackview,BV5200,2399906,SMARTPHONE,B,C,2.75,2025-06-26,24,5,5180,3021,8,800,False,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_7,A,277,2.3,3.7,4.8,DISPLAY_BATTERY_BACK_COVER_CAMERAS,REASONABLE_FEE_PROFESSIONAL_REPAIRERS,See Manual,See Manual
Samsung,SM-A566B/DS,2339787,SMARTPHONE,B,C,3.19,2025-02-07,24,5,4905,2674,20,2000,True,10,USB_C,ANDROID,False,IP67,DUST_TIGHT,TEMP_IMMERSION,,MOHS_5,A,270,2.65,3.1,2.8,PRIORITY,NO_COST,https://www.samsung.com,https://www.samsung.com/uk/support/self-repair-and-spare-parts/
nubia,Z2460,2342422,SMARTPHONE,B,B,3.41,2025-04-01,24,5,4900,2967,8,800,True,10,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_4,D,45,2.75,3.2,4,PRIORITY,NO_COST,https://www.ztedevices.com/en/support/download.html?product=/content/ztedevices-product/products/global/smartphones/nubia/nubia-music-2,https://www.ztedevices.com/en/support/service-center.html
Samsung,SM-A266B/DS,2298014,SMARTPHONE,C,C,3.22,2025-02-28,24,5,4860,2225,12,1200,True,10,USB_C,ANDROID,False,IP67,DUST_TIGHT,TEMP_IMMERSION,,MOHS_5,B,269,2.8,3,2.8,PRIORITY,NO_COST,https://www.samsung.com,https://www.samsung.com/uk/support/self-repair-and-spare-parts/
FOSSIBOT,F101 P,2396971,SMARTPHONE,C,C,3.18,2025-06-24,12,5,10600,4893,11,1100,False,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_4,A,270,3,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
"Shenzhen kehuitong Technology Co., Ltd.",M220,2389066,SMARTPHONE,C,B,3.48,2025-06-16,12,5,3200,1627,8,800,False,5,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_5,A,270,3.75,2.6,4.35,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
APPLE,A3290,2251147,SMARTPHONE,B,C,2.78,2024-09-20,24,5,4674,2880,10,1000,False,5,USB_C,IOS,False,IP68,DUST_TIGHT,CONT_IMMERSION,6,MOHS_4,C,90,2.6,3.2,1,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST,https://support.apple.com/self-service-repair,https://support.apple.com/self-service-repair
DOOGEE,Fire 5 Pro,2406346,SMARTPHONE,F,C,3.19,2025-07-03,12,5,13000,3880,11,1100,False,33,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_6,A,270,3.05,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
Solana Mobile lnc.,Seeker,2383118,SMARTPHONE,E,B,3.38,2025-06-15,12,5,4500,1580,8,800,False,27,USB_C,ANDROID,False,IP67,DUST_TIGHT,TEMP_IMMERSION,,MOHS_4,D,50,3.4,2.8,3.1,PRIORITY,NO_COST,no,no
HMD,TA-1682,2266212,SMARTPHONE,A,B,3.92,2025-04-14,24,5,4900,3229,8,800,False,10,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_7,A,270,3.7,5,4,PRIORITY,NO_COST,https://www.hmd.com/en_int/self-repair,https://www.hmd.com/en_int/self-repair
TCL,T521K,2352899,SMARTPHONE,B,B,3.7,2025-06-04,24,6,5000,2798,10,1000,True,18,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_5,B,180,2.8,3.3,3.7,PRIORITY,NO_COST,https://www.tcl.com/mobile-support,https://storesp.tcl.com
OUKITEL,WP300,2378591,SMARTPHONE,D,C,3.14,2025-06-04,12,5,16000,6995,10,1000,False,45,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,2.85,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
motorola,edge 60 (XT2505-1),2264838,SMARTPHONE,A,B,3.63,2025-04-22,24,6,5100,3534,10,1000,True,68,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_4,B,180,2.4,3.9,4.3,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST,https://www.replacebase.eu/motorola-guide,https://www.replacebase.eu/genuine-motorola-parts
DOOGEE,Fire 7,2406340,SMARTPHONE,F,C,3.19,2025-07-03,12,5,13000,3880,11,1100,False,33,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_6,A,270,3.05,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
HAMMER,CONSTRUCTION 2 5G,2356629,SMARTPHONE,A,B,3.47,2024-10-09,24,5,6500,4170,10,1000,False,5,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.8,MOHS_6,A,415,4.2,4.8,3.1,PRIORITY,NO_COST_PROFESSIONAL_REPAIRERS,www.mptech.eu,www.mptech.eu
DOOGEE,Blade20,2402024,SMARTPHONE,C,C,3.18,2025-06-28,12,5,10300,5112,11,1100,False,33,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_6,A,270,2.95,2.6,3.7,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
HMD,TA-1600,2107629,SMARTPHONE,A,A,4.01,2025-06-20,36,5,4500,2910,8,800,True,33,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_8,A,270,4.05,5,4,PRIORITY,NO_COST,https://www.hmd.com/en_int/self-repair,https://www.hmd.com/en_int/self-repair
realme,RMX3943,2278377,SMARTPHONE,A,B,3.66,2025-01-01,24,6,4880,3933,10,1000,True,5,USB_C,ANDROID,False,IP64,DUST_TIGHT,SPLASHING,,MOHS_5,B,180,3.25,5,4,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,https://www.realme.com/global/support/user-manuals,https://telesalon.pl/firm-eng-1639151509-Realme.html
Samsung,SM-S931B/DS,2339790,SMARTPHONE,B,C,3.23,2024-12-24,24,5,3885,2236,20,2000,True,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,2.9,3.1,2.65,PRIORITY,NO_COST,https://www.samsung.com,https://www.samsung.com/uk/support/self-repair-and-spare-parts/
ulefone,Armor  27T Pro ,2393521,SMARTPHONE,A,C,3.2,2024-08-06,24,5,10600,6816,10,1000,False,33,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,2,MOHS_4,A,270,3.05,2.1,3.15,PRIORITY,NO_COST,https://www.ulefone.com/pages/support-centers,https://www.ulefone.com/pages/support-centers
Blackview,SHARK6,2394918,SMARTPHONE,A,B,3.57,2025-06-20,24,5,5000,3218,8,800,False,18,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_7,C,98,4.25,4.4,4.35,DISPLAY_BATTERY_BACK_COVER_CAMERAS,REASONABLE_FEE_PROFESSIONAL_REPAIRERS,See Manual,See Manual
UMIDIGI,PG5FBG9XA,2391918,SMARTPHONE,C,B,3.44,2025-06-18,12,5,5000,2644,16,1600,False,10,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_5,A,270,3.8,2.6,4.05,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
myPhone,N23 Lite,2366998,SMARTPHONE,A,B,3.85,2023-11-02,24,5,4000,2805,4,400,False,10,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_5,D,75,4.7,4.8,4.3,PRIORITY,NO_COST_PROFESSIONAL_REPAIRERS,www.mptech.eu,www.mptech.eu
CUBOT,KINGKONG 8,2399602,SMARTPHONE,B,C,3.15,2025-06-26,12,5,10600,6552,16,1600,False,18,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,99.99,MOHS_6,A,270,2.9,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
UMIDIGI,PG4YBG9CA,2394275,SMARTPHONE,C,B,3.44,2025-06-20,12,5,5000,2644,16,1600,False,10,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_5,A,270,3.8,2.6,4.05,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
Redmi,24094RAD4G,2305622,SMARTPHONE,D,C,2.61,2025-06-20,12,5,5110,2336,10,1000,True,45,USB_C,ANDROID,False,IP64,DUST_TIGHT,SPLASHING,,MOHS_5,D,45,3,3,2.4,DISPLAY_BATTERY_BACK_COVER,NO_COST_PROFESSIONAL_REPAIRERS,spare-parts.mi.com,spare-parts.mi.com
DOOGEE,V40,2406297,SMARTPHONE,C,C,3.18,2025-07-03,12,5,8680,7916,12,1200,False,33,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_6,A,270,3,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
DOOGEE,Note58 Pro,2389168,SMARTPHONE,C,B,3.44,2025-06-16,12,5,6250,3262,11,1100,False,10,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_5,A,270,3.8,2.6,4.05,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
NOTHING,A059,2179652,SMARTPHONE,C,C,2.84,2025-03-11,24,5,4920,2636,14,1400,True,50,USB_C,ANDROID,False,IP64,DUST_TIGHT,SPLASHING,,MOHS_5,C,90,2.5,4.1,3.7,DISPLAY_BATTERY_BACK_COVER,NO_COST_PROFESSIONAL_REPAIRERS,https://nothing.tech/pages/support-centre,https://nothing.tech/pages/support-centre
HONOR,BRP-NX1M,2337269,SMARTPHONE,B,B,3.63,2025-01-15,24,5,6500,3573,12,1200,True,10,USB_C,ANDROID,False,IP64,DUST_TIGHT,SPLASHING,,MOHS_4,A,270,3.8,3.6,4.3,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST,https://www.honor.com/de/support/self-repair,https://honor.gsmnet.eu/
UMIDIGI,PG4RBG100,2394261,SMARTPHONE,C,B,3.44,2025-06-20,12,5,5000,2644,16,1600,False,10,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_5,A,270,3.8,2.6,4.05,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
OUKITEL,G3,2400970,SMARTPHONE,B,C,3.28,2025-06-27,12,5,6300,3672,10,1000,False,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_4,A,270,3.15,2.6,4.05,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
CUBOT,KINGKONG AX,2399619,SMARTPHONE,E,C,3.19,2025-06-26,12,5,5100,1830,9,900,False,33,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,99.99,MOHS_6,A,270,3.05,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
HMD,TA-1677,2300611,SMARTPHONE,A,A,4.02,2025-06-20,36,5,4900,3391,8,800,True,33,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_7,A,270,4.1,5,4,PRIORITY,NO_COST,https://www.hmd.com/en_int/self-repair,https://www.hmd.com/en_int/self-repair
OPPO,CPH2699,2239819,SMARTPHONE,B,B,3.83,2025-02-10,24,6,5640,3645,16,1200,True,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,2,MOHS_4,B,240,3.45,3.6,3.2,PRIORITY,NO_COST,https://support.oppo.com/en/answer/?aid=2204306,https://support.oppo.com/en/answer/?aid=2204306
myPhone,N23 5G,2367000,SMARTPHONE,B,B,3.85,2023-11-02,24,5,5000,2985,5,500,False,10,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_5,C,95,4.7,4.3,4.3,PRIORITY,NO_COST_PROFESSIONAL_REPAIRERS,www.mptech.eu,www.mptech.eu
HMD,TA-1643,2245858,SMARTPHONE,A,A,4.02,2025-04-14,36,5,4900,3673,8,800,True,33,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_7,A,270,4.1,5,4,PRIORITY,NO_COST,https://www.hmd.com/en_int/self-repair,https://www.hmd.com/en_int/self-repair
